Ticket ID,Ticket Description,Category,Priority Level,Date Created
TKT-2447,I'm getting a 500 internal server error when uploading a file.,Technical Issues,High,2025-10-11 15:04:11
TKT-2446,Is there a community forum for users?,General Query,Low,2026-03-07 15:04:11
TKT-1296,Any updates? Do you offer an API for custom integrations?,Product Inquiry,Low,2026-03-01 15:04:11
TKT-2705,"Hello, Can you help me configure the integration with third-party tools?",Technical Issues,High,2026-04-13 15:04:11
TKT-2931,I forgot my password and the recovery email isn't arriving. Thanks.,Account Access,Medium,2025-12-19 15:04:11
TKT-1907,How long does it usually take to get a response? Thanks.,General Query,Medium,2025-07-04 15:04:11
TKT-1214,ASAP. Are there any discounts available for students or nonprofits?,Product Inquiry,High,2026-03-29 15:04:11
TKT-1626,Urgent! Are there any discounts available for students or nonprofits?,Product Inquiry,Medium,2026-04-30 15:04:11
TKT-2894,Are there any discounts available for students or nonprofits?,Product Inquiry,Medium,2026-01-30 15:04:11
TKT-1151,,Technical Issues,Medium,2025-12-09 15:04:11
TKT-2030,Where are your headquarters located?,General Query,Low,2026-04-22 15:04:11
TKT-1568,Please help. How do I update my billing address?,Billing Issues,Medium,2026-06-12 15:04:11
TKT-1798,"How long does it usually take to get a response? Hello,",General Query,Medium,2025-08-09 15:04:11
TKT-1035,Urgent! Can you help me configure the integration with third-party tools?,Technical Issues,High,2025-08-05 15:04:11
TKT-1190,Is the platform compliant with GDPR?,Product Inquiry,Medium,2026-04-26 15:04:11
TKT-2163,I forgot my password and the recovery email isn't arriving.,Account Access,Medium,2025-11-21 15:04:11
TKT-1811,"I would like to request a refund for the recent charge. Hello,",Billing Issues,High,2025-11-11 15:04:11
TKT-2425,"Hello, How can I leave feedback about my experience?",General Query,Medium,2025-09-05 15:04:11
TKT-2662,"Hello, Is there a community forum for users?",General Query,Low,2025-10-07 15:04:11
TKT-1454,Please help. Can you unlock my account? I remember my password now.,Account Access,High,2026-01-20 15:04:11
TKT-2849,Thanks. The OTP for login is not being sent to my phone number.,Account Access,Medium,2026-04-21 15:04:11
TKT-2709,I am unable to connect to the database.,Technical Issues,Medium,2025-11-26 15:04:11
TKT-2864,I cannot access my account after resetting my password.,Account Access,Medium,2026-05-19 15:04:11
TKT-1184,"Please help. My invoice is incorrect, please fix the amount.",Billing Issues,High,2026-05-11 15:04:11
TKT-2223,Urgent! The software keeps freezing during the export process.,Technical Issues,Medium,2026-03-18 15:04:11
TKT-1737,My account has been locked due to multiple login attempts. ASAP.,Account Access,High,2026-01-15 15:04:11
TKT-2927,I found a bug in the latest update regarding the search feature.,Technical Issues,High,2026-03-06 15:04:11
TKT-2020,There's an unrecognized transaction on my credit card.,Billing Issues,High,2025-07-15 15:04:11
TKT-2276,Urgent! I was charged twice for my subscription this month.,Billing Issues,High,2026-06-14 15:04:11
TKT-2308,"Hello, My account has been locked due to multiple login attempts. Please help.",Account Access,High,2025-10-29 15:04:11
TKT-2412,Any updates? What are your business hours? Urgent!,General Query,High,2025-09-03 15:04:11
TKT-1814,Are there any discounts available for students or nonprofits?,Product Inquiry,Low,2025-06-28 15:04:11
TKT-1273,Please help. How long does it usually take to get a response?,General Query,Low,2025-11-28 15:04:11
TKT-1675,Can you unlock my account? I remember my password now.,Account Access,High,2026-02-16 15:04:11
TKT-1544,,Technical Issues,High,2026-02-18 15:04:11
TKT-2986,Where are your headquarters located?,General Query,Low,2026-01-22 15:04:11
TKT-1552,The API endpoint is returning a timeout error.,Technical Issues,Medium,2026-01-21 15:04:11
TKT-1687,,Product Inquiry,Medium,2026-05-23 15:04:11
TKT-2786,ASAP. I cannot access my account after resetting my password. Any updates?,Account Access,High,2025-09-01 15:04:11
TKT-1721,Urgent! Is the platform compliant with GDPR?,Product Inquiry,Medium,2025-07-19 15:04:11
TKT-1026,Where do I find the terms of service?,General Query,Low,2026-01-01 15:04:11
TKT-2579,"The OTP for login is not being sent to my phone number. Hello,",Account Access,High,2025-11-09 15:04:11
TKT-2666,ASAP. I need to change the email address associated with my account.,Account Access,High,2025-08-10 15:04:11
TKT-1719,ASAP. Where are your headquarters located? Any updates?,General Query,High,2026-05-04 15:04:11
TKT-1034,Thanks. My payment method is not being accepted.,Billing Issues,Medium,2025-07-13 15:04:11
TKT-2380,Can I get a demo of the enterprise edition?,Product Inquiry,Low,2026-06-03 15:04:11
TKT-2669,I want to delete my account permanently.,Account Access,High,2025-10-29 15:04:11
TKT-2689,ASAP. Does this software support multi-user collaboration? Urgent!,Product Inquiry,Medium,2025-09-22 15:04:11
TKT-2613,ASAP. I would like information about your premium subscription plan. Please help.,Product Inquiry,Medium,2026-04-10 15:04:11
TKT-1010,Do you offer an API for custom integrations? ASAP.,Product Inquiry,High,2025-09-15 15:04:11
TKT-1781,What are the limitations of the free tier?,Product Inquiry,Medium,2025-07-20 15:04:11
TKT-2801,I am unable to connect to the database. Any updates?,Technical Issues,High,2025-11-08 15:04:11
TKT-2238,"Hello, How can I leave feedback about my experience?",General Query,Low,2026-03-15 15:04:11
TKT-2455,The software keeps freezing during the export process.,Technical Issues,Medium,2026-01-04 15:04:11
TKT-1469,,General Query,Medium,2025-10-29 15:04:11
TKT-2754,Does this software support multi-user collaboration?,Product Inquiry,Low,2026-05-03 15:04:11
TKT-2088,I found a bug in the latest update regarding the search feature. Thanks.,Technical Issues,High,2026-04-30 15:04:11
TKT-2232,My data is not syncing across devices.,Technical Issues,Medium,2025-10-03 15:04:11
TKT-1001,Is there a community forum for users? ASAP.,General Query,High,2026-02-14 15:04:11
TKT-1179,What are the limitations of the free tier? Thanks.,Product Inquiry,Low,2026-06-06 15:04:11
TKT-1150,"Hello, How can I leave feedback about my experience?",General Query,Medium,2026-06-11 15:04:11
TKT-2351,What are the limitations of the free tier? Urgent!,Product Inquiry,High,2025-07-05 15:04:11
TKT-2511,"Hello, What are your business hours?",General Query,Low,2025-09-18 15:04:11
TKT-1679,Any updates? What are your business hours?,General Query,Low,2025-10-27 15:04:11
TKT-2445,How can I leave feedback about my experience?,General Query,Low,2025-06-30 15:04:11
TKT-2205,Any updates? I want to delete my account permanently.,Account Access,High,2025-06-17 15:04:11
TKT-2270,Does this software support multi-user collaboration? ASAP.,Product Inquiry,High,2026-02-28 15:04:11
TKT-2229,I would like to request a refund for the recent charge. ASAP.,Billing Issues,High,2026-05-29 15:04:11
TKT-1972,I forgot my password and the recovery email isn't arriving.,Account Access,High,2025-12-17 15:04:11
TKT-2773,The API endpoint is returning a timeout error.,Technical Issues,High,2026-01-15 15:04:11
TKT-1715,Please help. Why is there a late fee on my account?,Billing Issues,High,2025-08-29 15:04:11
TKT-2467,I found a bug in the latest update regarding the search feature.,Technical Issues,High,2025-08-31 15:04:11
TKT-2888,Please help. I cannot access my account after resetting my password.,Account Access,Medium,2026-04-09 15:04:11
TKT-2632,Do you offer an API for custom integrations?,Product Inquiry,Low,2025-08-02 15:04:11
TKT-1613,"Hello, I would like to request a refund for the recent charge.",Billing Issues,Low,2026-03-13 15:04:11
TKT-1256,Thanks. The app crashes every time I try to open the dashboard.,Technical Issues,High,2025-11-06 15:04:11
TKT-2615,My account has been locked due to multiple login attempts. ASAP.,Account Access,High,2025-09-15 15:04:11
TKT-2138,Do you offer an API for custom integrations? Any updates?,Product Inquiry,Low,2026-05-14 15:04:11
TKT-2249,"How do I enable two-factor authentication on my profile? Hello,",Account Access,Medium,2025-12-01 15:04:11
TKT-1975,How do I update my billing address? ASAP.,Billing Issues,Medium,2025-07-09 15:04:11
TKT-1292,Can you help me configure the integration with third-party tools?,Technical Issues,High,2025-10-26 15:04:11
TKT-1322,Do you offer customer support in Spanish?,General Query,Low,2026-02-04 15:04:11
TKT-1096,"The website is very slow today and won't load images. Hello,",Technical Issues,High,2026-02-20 15:04:11
TKT-2297,I am unable to connect to the database.,Technical Issues,Medium,2025-10-22 15:04:11
TKT-2496,ASAP. Are there any discounts available for students or nonprofits?,Product Inquiry,High,2025-12-20 15:04:11
TKT-1275,Do you offer an API for custom integrations?,Product Inquiry,Low,2026-02-16 15:04:11
TKT-2828,The software keeps freezing during the export process.,Technical Issues,Medium,2026-04-21 15:04:11
TKT-2198,I haven't received my invoice for this billing cycle. ASAP.,Billing Issues,High,2025-09-22 15:04:11
TKT-2485,"Any updates? I want to partner with your company, who should I contact?",General Query,Medium,2026-06-14 15:04:11
TKT-1173,"Where do I find the terms of service? Hello,",General Query,Low,2026-06-04 15:04:11
TKT-1734,Do you offer customer support in Spanish?,General Query,Medium,2026-04-24 15:04:11
TKT-2940,The OTP for login is not being sent to my phone number.,Account Access,Medium,2025-09-29 15:04:11
TKT-2562,The OTP for login is not being sent to my phone number. Thanks.,Account Access,Medium,2025-07-03 15:04:11
TKT-2492,Where can I find the user manual for the latest hardware? Urgent!,Product Inquiry,Medium,2025-08-15 15:04:11
TKT-1795,ASAP. I'm getting a 500 internal server error when uploading a file.,Technical Issues,Medium,2025-07-13 15:04:11
TKT-1050,Any updates? I'm getting a 500 internal server error when uploading a file.,Technical Issues,High,2025-08-01 15:04:11
TKT-2761,Urgent! My account has been locked due to multiple login attempts.,Account Access,Medium,2025-09-28 15:04:11
TKT-1877,My account has been locked due to multiple login attempts.,Account Access,Medium,2026-04-29 15:04:11
TKT-2160,Can you unlock my account? I remember my password now.,Account Access,High,2025-07-14 15:04:11
TKT-2100,Please help. I want to cancel my subscription but need to know the final bill. Urgent!,Billing Issues,High,2026-02-18 15:04:11
TKT-2475,Thanks. What are the limitations of the free tier?,Product Inquiry,Low,2025-06-25 15:04:11
TKT-1196,ASAP. I am unable to connect to the database.,Technical Issues,High,2025-11-13 15:04:11
TKT-1659,Urgent! When will the new feature be released?,Product Inquiry,Medium,2025-06-28 15:04:11
TKT-1827,"Hello, Where do I find the terms of service?",General Query,Medium,2025-08-23 15:04:11
TKT-2093,"My invoice is incorrect, please fix the amount.",Billing Issues,Medium,2026-03-01 15:04:11
TKT-1566,ASAP. Where do I find the terms of service? Thanks.,General Query,Medium,2026-05-03 15:04:11
TKT-2839,Can you unlock my account? I remember my password now.,Account Access,High,2025-08-07 15:04:11
TKT-1238,Please help. My data is not syncing across devices.,Technical Issues,High,2026-04-21 15:04:11
TKT-1700,Any updates? The website is very slow today and won't load images.,Technical Issues,High,2026-02-02 15:04:11
TKT-2118,ASAP. I want to cancel my subscription but need to know the final bill.,Billing Issues,High,2025-09-14 15:04:11
TKT-2372,ASAP. Is the platform compliant with GDPR?,Product Inquiry,High,2025-12-08 15:04:11
TKT-1797,"Hello, I want to cancel my subscription but need to know the final bill. Urgent!",Billing Issues,High,2026-05-25 15:04:11
TKT-2653,Urgent! Can you unlock my account? I remember my password now.,Account Access,High,2025-06-21 15:04:11
TKT-1596,I want to cancel my subscription but need to know the final bill.,Billing Issues,High,2025-07-28 15:04:11
TKT-2626,I need to change the email address associated with my account. Thanks.,Account Access,High,2025-07-28 15:04:11
TKT-1522,When will the new feature be released?,Product Inquiry,Low,2026-03-06 15:04:11
TKT-2472,What are the limitations of the free tier?,Product Inquiry,Medium,2025-12-26 15:04:11
TKT-2972,"Hello, Where are your headquarters located?",General Query,Low,2025-06-27 15:04:11
TKT-1185,Can I change my notification preferences?,General Query,Low,2025-06-26 15:04:11
TKT-2242,,Billing Issues,Medium,2025-07-26 15:04:11
TKT-2803,Urgent! Where are your headquarters located?,General Query,High,2026-01-20 15:04:11
TKT-1651,My payment method is not being accepted.,Billing Issues,High,2025-08-13 15:04:11
TKT-1583,"Hello, I would like information about your premium subscription plan. Thanks.",Product Inquiry,Low,2025-11-28 15:04:11
TKT-1251,Where do I find the terms of service? Urgent!,General Query,High,2025-08-09 15:04:11
TKT-2033,My payment method is not being accepted.,Billing Issues,Low,2026-01-29 15:04:11
TKT-1528,Thanks. My data is not syncing across devices. Thanks.,Technical Issues,High,2026-01-25 15:04:11
TKT-2577,"Hello, Does this software support multi-user collaboration? Please help.",Product Inquiry,Low,2025-09-11 15:04:11
TKT-1815,Please help. Do you offer an API for custom integrations?,Product Inquiry,Low,2026-02-19 15:04:11
TKT-2314,Urgent! My data is not syncing across devices.,Technical Issues,High,2025-06-16 15:04:11
TKT-1029,"Hello, Why is there a late fee on my account?",Billing Issues,High,2025-07-07 15:04:11
TKT-2109,Can I change my notification preferences?,General Query,Low,2025-08-23 15:04:11
TKT-1484,There's an unrecognized transaction on my credit card. Please help.,Billing Issues,High,2025-12-31 15:04:11
